timestamp	bpm
07:56:16	94
07:56:21	95
07:56:31	96
07:56:36	94
07:56:41	92
07:56:56	93
07:57:01	92
07:57:06	89
07:57:11	89
07:57:26	90
07:57:31	91
07:57:46	92
07:57:51	91
07:58:01	92
07:58:16	93
07:58:31	94
07:58:41	98
07:58:46	120
07:58:51	142
07:59:06	142
07:59:16	141
07:59:21	139
07:59:26	136
07:59:31	134
07:59:36	134
07:59:41	133
07:59:46	135
07:59:51	134
07:59:56	133
08:00:01	132
08:00:06	136
08:00:11	140
08:00:16	137
08:00:21	135
08:00:31	136
08:00:41	136
08:00:56	134
08:01:01	133
08:01:06	130
08:01:21	129
08:01:26	131
08:01:31	135
08:01:36	137
08:01:41	139
08:01:46	140
08:01:51	139
08:01:56	138
08:02:01	137
08:02:11	136
08:02:16	135
08:02:26	134
08:02:36	133
08:02:46	132
08:03:01	132
08:03:16	132
08:03:31	132
08:03:36	134
08:03:41	135
08:03:46	136
08:03:51	137
08:03:56	138
08:04:06	139
08:04:21	138
08:04:36	138
08:04:41	139
08:04:46	141
08:04:56	142
08:05:01	143
08:05:11	145
08:05:16	146
08:05:21	148
08:05:26	149
08:05:31	150
08:05:36	151
08:05:41	153
08:05:46	154
08:05:56	155
08:06:06	156
08:06:21	157
08:06:26	158
08:06:41	157
08:06:56	157
08:07:06	156
08:07:21	156
08:07:26	157
08:07:41	157
08:07:46	158
08:07:56	160
08:08:01	162
08:08:06	164
08:08:21	166
08:08:26	168
08:08:31	167
08:08:36	165
08:08:41	168
08:08:46	170
08:08:51	168
08:08:56	163
08:09:01	156
08:09:06	152
08:09:11	146
08:09:16	135
08:09:21	121
08:09:26	108
08:09:31	99
08:09:36	95
08:09:41	93
08:09:46	92
08:09:51	90
08:09:56	91
08:10:01	94
08:10:06	98
08:10:11	103
08:10:16	108
08:10:21	113
08:10:26	119
08:10:31	126
08:10:36	134
08:10:41	141
08:10:46	149
08:10:51	156
08:10:56	162
08:11:01	166
08:11:06	168
08:11:11	169
08:11:21	170
08:11:36	170
08:11:41	169
08:11:56	169
08:12:01	170
08:12:16	170
08:12:26	169
08:12:41	169
08:12:56	169
08:13:11	169
08:13:16	170
08:13:26	169
08:13:36	168
08:13:46	167
08:14:01	167
08:14:06	166
08:14:16	167
08:14:26	168
08:14:41	169
08:14:46	168
08:14:56	167
08:15:11	167
08:15:16	167
08:15:26	166
08:15:31	165
08:15:46	164
08:15:51	163
08:16:01	165
08:16:06	166
08:16:11	168
08:16:16	169
08:16:31	169
08:16:46	168
08:17:01	167
08:17:16	168
08:17:31	169
08:17:46	168
08:17:51	167
08:17:56	166
08:18:06	165
08:18:16	166
08:18:26	165
08:18:36	163
08:18:51	161
08:18:56	160
08:19:01	161
08:19:06	158
08:19:11	156
08:19:16	155
08:19:21	154
08:19:36	155
08:19:41	152
08:19:46	150
08:19:51	151
08:20:06	151
08:20:11	152
08:20:21	153
08:20:31	150
08:20:36	152
08:20:41	153
08:20:46	154
08:20:51	151
08:20:56	147
08:21:01	150
08:21:06	153
08:21:11	154
08:21:16	155
08:21:31	156
08:21:36	155
08:21:41	154
08:21:46	153
08:21:51	150
08:21:56	144
08:22:01	137
08:22:06	129
08:22:11	120
08:22:16	111
08:22:21	103
08:22:26	96
08:22:31	91
08:22:36	88
08:22:46	93
08:22:51	98
08:23:01	94
08:23:06	89
08:23:11	87
08:23:21	86
08:23:26	84
08:23:31	85
08:23:36	89
08:23:41	90
08:23:46	95
08:23:51	102
08:23:56	108
08:24:01	111
08:24:06	113
08:24:16	114
08:24:26	117
08:24:31	123
08:24:36	127
08:24:46	120
08:24:51	121
08:24:56	122
08:25:01	121
08:25:06	121
08:25:11	120
08:25:16	121
08:25:31	121
08:25:46	121
08:26:01	128
08:26:06	133
08:26:11	134
08:26:26	134
08:26:41	135
08:26:46	136
08:26:51	137
08:26:56	139
08:27:06	140
08:27:11	141
08:27:16	140
08:27:21	139
08:27:31	136
08:27:36	134
08:27:41	133
08:27:46	131
08:27:51	130
08:27:56	127
09:13:05	70
09:13:25	91
09:13:30	99
09:13:40	104
09:13:45	113
09:13:50	118
09:13:55	124
09:14:00	123
09:14:52	70
09:15:07	70
09:15:22	78
09:15:27	83
09:15:32	81
09:15:37	80
09:15:57	83
09:19:34	70
09:19:45	71
09:19:50	74
09:20:13	77
09:20:18	83
09:20:23	82
09:20:28	84
09:20:33	85
09:20:38	84
09:20:43	83
09:20:58	83
09:21:08	85
09:21:13	87
09:21:18	88
09:21:28	87
09:21:43	87
09:21:48	86
09:22:03	87
09:22:16	85
09:22:21	84
09:22:49	83
09:29:24	70
09:29:34	75
09:29:39	74
09:29:49	76
09:29:54	76
09:29:59	77
09:30:04	79
09:30:09	80
09:30:24	81
09:30:29	82
09:30:34	84
09:30:39	85
09:30:44	83
09:30:49	82
09:31:04	83
09:31:09	84
09:31:14	85
09:31:19	84
09:31:24	83
